clause,label
"임차인은 실내에서 반려동물을 사육하지 않기로 확약하며, 이를 위반하여 주택 내부의 벽지나 문틀이 훼손되거나 악취가 잔존하는 경우, 퇴거 시 전문 청구 및 보수 비용을 전액 지불하고 원상태로 복구할 책임을 진다.",0
"임대차 계약이 정상적으로 만료되어 임차인이 퇴거할 때, 임차인의 주택 반환 의무와 임대인의 보증금 반환 의무는 동시이행 관계에 있으므로, 이사 당일 주택의 비품 상태를 상호 확인한 후 즉시 보증금 잔액을 송금하기로 한다.",0
"공동주택의 특성상 임차인은 이웃 주민에게 피해를 주는 야간의 고성방가, 과도한 층간소음 유발 행위를 자제하여야 하며, 관리소에서 정한 아파트 관리 규약을 성실히 준수하여 쾌적한 주거 환경을 유지하도록 노력한다.",0
"임차인이 금융기관으로부터 전세자금대출을 승인받아 보증금을 마련하고자 하는 경우, 임대인은 해당 금융기관이나 보증기관에서 요구하는 임대차 계약 사실 확인 절차 및 현장 실사 등에 적극적으로 협조하며 필요한 서류를 제공한다.",0
"임차인이 임대차 기간 동안 매월 납부한 관리비 중 주택의 가치 보존을 위해 적립되는 장기수선충당금은 원래 소유자가 부담해야 하는 비용이므로, 계약 종료 후 퇴거 시 임대인은 임차인이 대납한 누적 금액을 계산하여 전액 환급한다.",0
"여름철 에어컨 사용으로 인한 냉매 가스의 충전이나 소모성 부품인 리모컨 배터리 교체, 전등 청소 등 일상적이고 소규모의 비용이 소요되는 소모성 관리 사항은 사용자인 임차인이 자신의 비용으로 직접 해결하는 것을 원칙으로 한다.",0
"본 계약서 조항에 명시되지 아니하거나 해석상 이견이 발생하는 법률적 사항에 대해서는 주택임대차보호법, 민법 등의 관계 법령과 대한민국 법원의 판례 및 일반적인 부동산 거래 관행에 따라 상호 합의하에 합리적으로 해결한다.",0
"임차인은 거주 중인 주택 내부에 중대한 하자나 고장, 누수 현상이 발생한 것을 인지하였을 때는 이를 즉시 임대인에게 전화나 문자 등으로 통보하여야 하며, 통지를 해태하여 하자가 확대된 경우 그 확산 분에 대한 책임은 임차인에게 있다.",0
"임대인은 임차인의 쾌적하고 안전한 주거 생활을 보장하기 위하여, 계약 당시 제공한 가스레인지, 냉장고, 세탁기 등 기본 옵션 가전제품이 정상적으로 작동할 수 있도록 수선의무를 지며 소유권을 타인에게 양도할 때도 이를 인계한다.",0
"임대차 목적물인 주택의 소유권이 매매, 증여 등으로 인해 제3자에게 승계되는 경우에도, 새로운 소유자는 본 임대차 계약상의 임대인 지위를 그대로 승계하므로 임차인의 기존 임대차 기간과 보증금 반환 채권은 안전하게 보호된다.",0
"임차인은 임대인의 사전 서면 동의를 받지 아니하고 본 임대차 계약상의 모든 권리와 임차권을 다른 사람에게 양도하거나, 주택의 일부 또는 전부를 타인에게 재임대하는 전대차 계약을 임의로 체결할 수 없으며 이를 위반 시 해지 사유가 된다.",0
"천재지변, 지진, 홍수, 낙뢰 등 인간의 힘으로 불가항력적인 재해가 발생하여 주택의 일부 또는 전부가 파손되어 임차인이 목적대로 사용할 수 없게 된 경우, 쌍방은 책임 없이 본 계약을 해지할 수 있으며 보증금은 즉시 반환한다.",0
"임차인은 이사 당일 해당 주택의 전기요금, 수도요금, 가스요금 등 사용한 공공요금의 최종 사용량을 확인하여 정산 절차를 완료하고, 그 영수증이나 정산 내역을 임대인 또는 관리사무소에 제출하여 미납금이 없음을 확인시켜야 한다.",0
"계약 체결 이후 발생한 임차인의 주택 내 과실 없는 누수로 인해 하층 가구에 도배 피해나 재산상 손해가 발생한 경우, 민법상 소유자의 책임 원칙에 따라 임대인이 하층 주민과의 합의 및 피해 보상 프로세스를 전담하여 처리한다.",0
"임차인은 계약 만료일 기준으로 최소 2개월 전까지는 계약의 연장 유무나 갱신요구권 행사 여부를 임대인에게 명확히 의사 표시하여야 하며, 아무런 통지가 없을 경우 법 규정에 따라 동일한 조건으로 묵시적 갱신이 된 것으로 본다.",0
"임대인이 계약 당시 약정한 임차 주택의 기본 시설물과 기본 옵션 품목들은 임차인이 거주하는 임대차 기간 동안 최상의 성능을 발휘할 수 있도록 유지되어야 하며, 노후화로 인한 자연적인 고장 시 임대인의 비용으로 전액 교체한다.",0
"매월 납부하는 월세의 기준 기한은 계약서에 명시된 개시일을 기준으로 산정하며, 첫 달의 거주 기간이 한 달 미만으로 일할 계산이 필요한 특수한 경우에는 해당 월의 실제 거주 일수를 계산하여 금액을 차등 적용하기로 합의한다.",0
"임차인이 임대인의 사전 동의를 얻어 주택의 편리성을 높이기 위한 유익비를 지출했거나 시설을 개량한 경우, 계약 종료 시 그 가치의 증가가 현존하는 비용에 한하여 임차인은 임대인에게 비용 상환을 청구할 수 있는 권리를 가진다.",0
"임차인은 예기치 못한 화재 사고 등으로 인한 재산 피해를 예방하기 위하여 개별적으로 임차인 화재보험에 가입할 수 있으며, 임대인은 보험사에서 요구하는 건물의 구조, 면적 등의 세부 정보를 임차인에게 성실하게 제공하기로 한다.",0
"임차인은 이사 당일 주택의 열쇠나 디지털 도어록의 비밀번호, 주차 카드 등을 임대인에게 온전히 반환하여야 하며, 임대인은 주택 내 시설물에 부당한 파손이 없는 것을 확인하는 즉시 보증금 원금을 지체 없이 반환하여야 한다.",0
"주택 내부의 미세한 균열이나 창문 틈새로 인한 경미한 바람 유입 등 거주에 지장이 없는 단순 불편 사항에 대해서는 임차인이 임대인에게 무리한 보수를 요구하지 않으며, 상호 조율하여 커튼 설치 등 자구책을 마련할 수 있다.",0
"임대차 계약서상에 명시된 임대인의 연락처나 은행 계좌번호 등 개인 신상 정보가 변경된 경우, 임대인은 임차인에게 이를 즉시 변경 통지하여 차임 입금 오류나 연락 두절로 인한 오해와 법적 분쟁이 발생하지 않도록 예방한다.",0
"임차인이 임대인의 사전 승인을 받아 발코니 공간에 조립식 선반을 설치하거나 탈거가 용이한 인테리어 소품을 부착한 경우, 퇴거 시 건물의 벽면이나 바닥을 훼손하지 않는 범위 내에서 깨끗하게 철거하고 원상복구 조치를 완료한다.",0
임차인은 매월 정해진 기일에 차임을 연체 없이 납부하도록 노력한다.,0
임대인은 입주 전까지 싱크대의 파손된 배수관을 교체해 주기로 한다.,0
계약 기간 종료 시 임차인은 공공요금을 정산한 영수증을 임대인에게 제시한다.,0
임차인은 주택의 베란다 공간을 깨끗하게 관리하고 배수구가 막히지 않도록 한다.,0
보증금의 반환은 임차인이 주택을 완전히 비워주는 것과 동시에 이뤄진다.,0
임차인은 주택 내부의 벽면에 못을 박을 때 사전에 임대인과 수량을 협의한다.,0
임대인은 임차인의 전입신고 절차에 대해 어떠한 제한도 두지 않는다.,0
계약 만료 후 재계약 시 임대료 조건은 상호 합의에 의해 결정하기로 한다.,0
임차인은 실내에서 가스버너 등 화재 위험이 높은 기구를 사용할 때 주의한다.,0
임대차 기간 중 발생하는 일상적인 소모품 교체 비용은 임차인이 부담한다.,0
임대인은 계약 체결 시 주택의 등기부등본을 현장에서 발행하여 임차인에게 확인시킨다.,0
임차인이 계약을 갱신하고자 할 때는 만료 3개월 전에 의사를 표시한다.,0
겨울철 혹한기에는 임차인이 보일러를 외출 모드로 설정하여 동파를 예방한다.,0
임대인은 계약 기간 동안 주택에 대한 재산세 등 세금을 성실히 납부한다.,0
임차인은 주택에 구비된 옵션 가전제품을 소중히 다루고 청결을 유지한다.,0
계약 해지 통보는 문자 메시지나 이메일 등 증빙이 가능한 방법으로 한다.,0
임차인은 퇴거 시 자신이 사용하던 인터넷 및 TV 결합 상품을 이전 설치한다.,0
임대인은 주택의 옥상 방수 공사 등 공용 부문의 하자를 보수할 책임을 진다.,0
임차인은 이웃 세대에 피해를 주는 주택 내 소음 분쟁이 발생하지 않도록 한다.,0
임대인은 임차인의 동의를 얻어 주택의 외벽 보수 작업을 진행할 수 있다.,0
임차인이 차임을 지급할 때 송금 수수료는 송금인인 임차인이 부담한다.,0
계약이 만료되면 임차인은 이사 당일 정오까지 주택을 비워주기로 한다.,0
임대인은 계약 당일 해당 주택에 다른 가등기나 가압류가 없음을 보장한다.,0
임차인은 주택에 제공된 도어록의 비밀번호를 입주 후 자유롭게 변경할 수 있다.,0
임대차 기간 중 법령의 개정으로 이행해야 하는 사항은 개정법에 따른다.,0
임차인은 주택 내부에 결로 현상이 발생하지 않도록 주기적으로 환기를 시킨다.,0
임대인은 임차인이 요청할 경우 장기수선충당금 납부 내역서를 발급해 준다.,0
임차인은 계약 만료 시 자신이 설치한 에어컨 타공 구멍을 실리콘으로 마감한다.,0
임대인과 임차인은 본 계약서의 내용을 변경할 때 반드시 부속 합의서를 작성한다.,0
"임차인은 본 주택에 입주한 이후 매월 지정된 날짜에 월세를 지체 없이 송금하여야 하며, 만약 개인적인 사정으로 인해 지급 기일이 며칠 지연될 경우에는 사전에 임대인에게 양해를 구하고 지연 사유를 명확히 설명하기로 약정한다.",0
"임대인은 임차인이 거주하는 동안 비가 오면 천장에서 물이 새거나 베란다 벽면에서 심한 누수가 발생하는 등 건물의 구조적 결함으로 인한 손상이 발견될 경우, 전문 보수 업체를 선정하여 자신의 부담으로 전액 수리해 주어야 한다.",0
"임차인은 임대차 계약이 해지되거나 기간이 만료되어 해당 주택을 임대인에게 명도할 때, 이사 당일 발생하는 쓰레기를 모두 수거하고 내부를 깨끗이 청소한 상태로 반환하여 정상적인 인수인계가 이루어지도록 협조한다.",0
"임차인이 주택임대차보호법에 의거하여 계약갱신요구권을 1회 행사하는 경우, 임대인은 법이 정한 특별한 거절 사유가 없는 한 이를 수용하여야 하며 이때 임대료 인상 폭은 법정 상한선인 기존 임대료의 5%를 초과할 수 없다.",0
"임차인의 사용상 부주의나 관리 소홀로 인하여 욕실의 세면대가 파손되거나 주방의 상판이 긁히는 등 명백한 임차인의 과실에 의한 손상이 발생한 경우, 임차인은 퇴거하기 전까지 자신의 비용으로 이를 원상태로 복구하거나 배상한다.",0
"임대인은 임차인이 입주하여 법적 보호를 받을 수 있도록 계약 체결 당일부터 전입신고 및 확정일자를 마치는 다음 날 자정까지, 해당 임차 주택에 대하여 새로운 대출을 받거나 타인에게 저당권을 설정해 주는 행위를 일체 하지 않는다.",0
"본 계약의 임대차 기간이 끝나기 전에 임차인의 갑작스러운 이직이나 가사 사정으로 인해 계약을 중도에 해지하게 될 경우, 새로운 임차인을 구하기 위해 소요되는 부동산 중개수수료는 중도 퇴거를 요청한 임차인이 부담하기로 한다.",0
"임차인은 주택 내부에서 소형 반려견이나 반려묘를 사육하고자 할 때 미리 임대인의 동의를 구해야 하며, 동의 하에 사육하더라도 벽지 훼손이나 심한 소음 등으로 인해 이웃 주민들로부터 민원이 제기되지 않도록 철저히 관리한다.",0
"임대차 계약의 종료로 인한 임차인의 주택 명도 의무와 임대인의 보증금 반환 의무는 상호 동시이행 관계에 있으므로, 이사 당일 임차인이 짐을 모두 빼고 시설물 점검을 마침과 동시에 임대인은 보증금 전액을 현장에서 송금한다.",0
"임차인은 아파트나 빌라 등 공동주택의 특성을 고려하여, 늦은 밤 시간대에 세탁기를 돌리거나 청소기를 작동하는 등 인접 세대에 소음 피해를 줄 수 있는 행위를 스스로 자제하며 이웃 간의 기본적인 배려와 예의를 지키도록 한다.",0
"임차인이 전세자금대출 상품을 이용하여 보증금을 조달하고자 할 때, 임대인은 은행의 대출 심사 과정에서 진행되는 임대차 계약 사실 확인 전화에 성실하게 답변하고 대출 실행 당일 보증금 수령 계좌의 정보를 정확히 제공한다.",0
"임차인이 거주 기간 동안 매달 납부하는 아파트 관리비 고지서 내역 중, 장기적인 건물의 가치 상승과 유지 보수를 위해 적립되는 장기수선충당금 항목에 대해서는 계약 종료 시 임대인이 그동안의 누적 금액을 정산하여 임차인에게 환급한다.",0
"임대차 기간 중 주택 내부에 설치된 전등의 수명이 다하여 교체하거나, 욕실의 소모성 부품인 샤워기 호스 및 줄을 교체하는 등 일상적인 생활 속에서 발생하는 소규모 소모품의 교체 비용은 임차인이 직접 부담하여 관리하기로 한다.",0
"본 특약사항에 명시되지 않은 기타 법적 분쟁이나 주택 관리상의 갈등에 대해서는 주택임대차보호법 및 관계 법령의 취지에 부합하도록 상호 존중의 자세로 대화하여 해결하며, 법원의 판례가 있는 경우 그 판례의 기준을 따른다.",0
"임차인은 거주 중에 외벽의 균열로 인한 습기 발생이나 보일러의 오작동 등 임대인의 수선의무에 속하는 하자를 발견하면, 이를 지체 없이 임대인에게 문자 메시지나 전화로 알려서 하자가 더 커지기 전에 보수할 수 있도록 협조한다.",0
"임대인은 계약 당시 임차인에게 제공한 가스레인지, 냉장고, 벽걸이 에어컨 등 기본 옵션 시설물들이 정상적인 성능을 유지할 수 있도록 관리 책임이 있으며, 노후화로 인한 자연적인 고장이 발생한 경우에는 비용을 부담하여 보수한다.",0
"계약 기간 도중 해당 임차 주택의 소유권이 매매로 인해 제3자에게 양도되는 경우에도, 새로운 소유자는 기존 임대차 계약서상의 모든 권리와 의무를 자동으로 승계하므로 임차인의 거주 기간과 보증금 반환 채무는 그대로 유지된다.",0
"임차인은 임대인의 명시적인 서면 동의를 받지 않고 본 계약에 따른 임차권을 타인에게 양도하거나 주택의 전부 또는 일부를 다른 사람에게 재임대하여 수익을 취하는 전대차 행위를 할 수 없으며, 위반 시 임대인은 계약을 해지할 수 있다.",0
"천재지변이나 국가적인 재난 상황, 또는 기타 불가항력적인 사고로 인하여 임차 주택의 일부가 파손되거나 멸실되어 임차인이 원래의 목적으로 거주하기가 불가능해진 경우, 쌍방은 책임 없이 계약을 종료하고 보증금을 반환하기로 한다.",0
"임차인은 계약 종료일 당일에 주택의 전기요금, 가스요금, 수도요금 등 본인이 거주하면서 사용한 모든 공공요금의 사용량을 최종 정산하여 납부하고, 납부 완료 영수증이나 정산 내역서를 임대인에게 제출하여 미납이 없음을 증명한다.",0
"임대차 계약 체결 이후 주택 자체의 배관 노후로 인하여 아랫집 천장에 누수 피해가 발생한 경우, 이는 임차인의 사용상 과실이 아니므로 건물의 소유자인 임대인이 책임지고 하층 피해 주민과 소통하여 보상 및 방수 공사를 진행한다.",0
"임차인은 임대차 계약 만료일이 도래하기 최소 2개월 전까지는 임대인에게 계약 연장 여부나 계약갱신요구권 행사 여부를 구두나 서면으로 통보하여야 하며, 만약 쌍방 모두 통보가 없을 시에는 법령에 따라 동일 조건으로 묵시적 갱신된다.",0
"임대인은 임차인이 거주하는 동안 주택의 기본적인 주거 환경이 쾌적하게 유지될 수 있도록 지원하여야 하며, 싱크대의 배수관 노후로 인한 악취 발생 등 거주에 불편을 초래하는 핵심 시설물의 고장은 임대인의 비용으로 즉시 보수한다.",0
"매월 지급하는 월세는 매달 지정된 날짜에 선불 또는 후불로 입금하되, 임대차 계약이 중간에 시작되거나 중도에 해지되어 한 달을 채우지 못한 일수가 발생하는 경우에는 해당 월의 실제 거주 일수를 기준으로 일할 계산하여 정산한다.",0
"임차인이 임대인의 사전 동의를 얻어 주택의 보존이나 개량을 위해 유익한 비용을 지출한 경우, 계약이 종료되어 퇴거할 때 그로 인한 주택의 가치 증가가 현존하는 수준에 한하여 임차인은 임대인에게 비용 상환을 청구할 수 있다.",0
"임차인은 뜻하지 않은 화재나 재난 사고로 인한 개인 재산 손실을 방지하기 위하여 스스로 화재보험 가입을 진행할 수 있으며, 임대인은 보험 회사에서 계약 심사를 위해 요구하는 주택의 건축물대장 등 관련 서류 협조에 적극 응한다.",0
"임차인은 이사 당일 주택의 출입문 비밀번호를 초기화하거나 기존의 마스터키, 주차 카드 등을 임대인에게 성실히 반환하여야 하며, 임대인은 내부 시설물에 중대한 파손이 없는 것을 확인하는 즉시 보증금 잔액을 전액 반환한다.",0
건물의 노후화로 인해 발생하는 미세한 벽지 뜸 현상이나 문틀의 경미한 유격 등 거주하는 데 심각한 지장을 주지 않는 일반적인 현상에 대해서는 임차인이 임대인에게 무리한 전면 교체를 요구하지 않고 상호 원만하게 조율한다.,0
"임대차 기간 중 임대인의 개인 사정으로 인해 월세를 수령하는 은행 계좌나 연락처가 변경되는 경우, 임대인은 임차인이 착오 없이 월세를 입금할 수 있도록 사전에 변경 내역을 서면이나 문자 등으로 임차인에게 명확히 공지하여야 한다.",0
"임차인은 임대인의 사전 허락을 받아 베란다 벽면에 탈부착식 선반을 설치하거나 가벼운 인테리어 소품을 배치할 수 있으며, 계약이 끝나 퇴거할 때는 주택의 콘크리트 벽면을 훼손하지 않고 깔끔하게 철거하여 원래 상태로 돌려놓는다.",0
임차인은 매달 약정된 날짜에 월세를 임대인 계좌로 납부한다.,0
임대인은 입주 전까지 화장실의 고장 난 환풍기를 새로 교체한다.,0
계약이 만료되면 임차인은 수도요금 정산 영수증을 임대인에게 전달한다.,0
임차인은 베란다의 배수구에 이물질이 들어가지 않도록 청결히 관리한다.,0
보증금 반환은 임차인이 이삿짐을 완전히 빼는 것과 동시에 진행된다.,0
임차인은 거실 벽면에 대형 벽걸이 TV를 설치할 때 임대인의 동의를 얻는다.,0
임대인은 임차인의 자유로운 전입신고 행위를 방해하지 않는다.,0
재계약 시 보증금 조정은 주택임대차보호법이 정한 테두리 내에서 한다.,0
임차인은 겨울철 베란다 세탁기 배수관이 얼지 않도록 예방 조치를 취한다.,0
주택 거주 중 발생하는 전등 교체 등 가벼운 소모품 비용은 임차인이 낸다.,0
임대인은 계약을 맺을 때 주택의 최신 등기부등본을 발급하여 보여준다.,0
임차인이 계약을 연장하고 싶을 때는 만료 2개월 전까지 임대인에게 말한다.,0
한파가 심할 때 임차인은 보일러를 약하게 가동하여 동파를 방지한다.,0
임차인은 임대인의 허락 없이 주택의 내부 인테리어를 임의로 개조하지 않는다.,0
임대인은 임차인이 거주하는 동안 주택 소유자로서의 세금을 책임지고 납부한다.,0
임차인은 주택에 비치된 가전제품을 고의로 파손하지 않고 깨끗이 사용한다.,0
임대차 계약의 해지 통보 등 중요 의사소통은 문자 메시지로 기록을 남긴다.,0
임차인은 이사 갈 때 자신이 개별적으로 신청한 인터넷 선을 철거한다.,0
임대인은 건물의 외벽 누수 등 공용 공간의 하자를 책임지고 수리한다.,0
임차인은 늦은 밤 시간에 집 안에서 심한 쿵쿵거리는 소음이 나지 않게 한다.,0
임대인은 주택의 정기적인 소독 작업을 위해 임차인에게 일정을 안내한다.,0
월세 입금 시 발생하는 타행 송금 수수료는 임차인의 부담으로 처리한다.,0
계약이 끝나면 임차인은 당일 명도 절차를 마치고 보증금을 돌려받는다.,0
임대인은 임차인이 입주할 때까지 주택에 등기상 새로운 권리 변동이 없게 한다.,0
임차인은 현관문 도어록의 마스터 비밀번호를 이사 직후 새로 설정한다.,0
계약서 조항의 해석에 이견이 있을 때는 법과 판례의 기준에 귀를 기울인다.,0
임차인은 장마철에 실내 습도가 높아지지 않도록 자주 환기를 실시한다.,0
임대인은 임차인이 요청하면 그동안 납부된 장기수선충당금 내역을 확인해 준다.,0
임차인은 퇴거 시 에어컨 배관 구멍을 메우는 등 기본적인 정리를 한다.,0
임대인과 임차인은 조항 변경 시 상호 서명한 확인서를 보관하기로 한다.,0
"임차인은 임대차 계약서에 명시된 매월의 차임 지급 기일을 엄격히 준수하여 임대인의 지정 계좌로 송금하되, 만일 은행 전산망의 마비 등 불가피한 금융 거래의 장애가 발생할 경우에는 장애가 해소된 직후 즉시 입금 완료하기로 한다.",0
"임대인은 임차인이 계약 기간 동안 안전하게 거주할 수 있도록 주택의 물리적 상태를 유지할 의무가 있으며, 만약 겨울철에 한파로 인해 보일러 내부의 부품이 노후화되어 작동을 멈추는 고장이 발생하면 즉시 교체 수리비를 지불한다.",0
"임차인은 임대차 계약이 완전히 종료되어 주택의 열쇠를 임대인에게 반환할 때, 주택 내부에 자신이 생활하면서 발생시킨 종량제 쓰레기나 재활용 물품을 남김없이 수거하여 배출하고 바닥을 청소한 쾌적한 상태로 집을 명도한다.",0
"임차인이 주택임대차보호법에 근거한 계약갱신요구권을 합법적으로 행사할 때, 임대인은 자신이 직접 실거주하려는 등 법이 정한 특별한 사유를 입증하지 못하는 한 이를 수용하며 증액은 기존 금액의 5% 이내에서 조율한다.",0
"임차인의 일상적인 관리 소홀이나 고의적인 파손으로 인해 화장실의 거울이나 거실의 전등 스위치 커버가 부러지는 등 명백하게 임차인의 책임으로 귀속되는 손상이 발생한 경우, 임차인은 이사 가기 전까지 동일 제품으로 원상복구한다.",0
"임대인은 임차인이 대항력을 완벽하게 갖추어 최우선적으로 보증금을 보호받을 수 있도록, 계약 당일부터 임차인의 전입신고 효력이 발생하는 다음 날 자정 시점까지 해당 주택에 어떠한 가압류나 담보권도 설정하지 않을 것을 약속한다.",0
"본 임대차 계약의 중도 해지가 임차인의 일방적인 취업 변경이나 개인 사정으로 인해 계약 만료일 전에 급작스럽게 이루어지는 경우, 다음 세입자를 구하기 위해 지출되는 부동산 중개수수료의 부담 주체는 퇴거하는 임차인으로 정한다.",0
"임차인은 임대인의 사전 승낙 없이 주택 내부에서 고양이나 개 등의 반려동물을 키우지 않기로 약속하며, 동의 하에 키우더라도 소음이나 냄새로 주변 이웃에게 피해를 주지 않고 퇴거 시 도배 오염에 대해 배상할 책임을 진다.",0
"본 임대차 계약이 해지됨에 따른 임차인의 주택 반환과 임대인의 보증금 반환은 동시에 이행되어야 하므로, 이사 당일 임차인이 가구와 짐을 모두 밖으로 완전히 반출한 것을 임대인이 확인한 직후 보증금 잔액을 계좌 이체한다.",0
"임차인은 연립주택의 거주 환경을 서로 배려하는 차원에서, 늦은 야간이나 이른 새벽 시간에 스피커의 볼륨을 크게 높이거나 망치질을 하는 등 인접한 이웃 세대에 심각한 층간소음 피해를 유발하는 행위를 절대 하지 않기로 약속한다.",0
"임차인이 신용대출이나 전세보증금대출을 통해 보증금 잔금을 마련하고자 하는 경우, 임대인은 금융기관의 직원이 유선으로 계약 사실을 확인하거나 임대차 계약서의 진위 여부를 파악하고자 할 때 성실하게 협조하여 대출을 돕는다.",0
"임차인이 거주하는 동안 아파트 관리비와 함께 청구되는 장기수선충당금은 주택의 소유자가 원칙적으로 부담해야 하는 시설 개보수 비용이므로, 임차인이 이를 매달 대납한 후 이사하는 당일에 임대인이 누적 금액을 전액 환급해 준다.",0
"임대차 기간 중 안방이나 거실에 부착된 LED 전등의 수명이 다해 꺼지거나, 화장실 변기 시트의 고정 나사가 헐거워져 교체해야 하는 등 일상적인 주거 생활 속에서 발생하는 소규모 소모품 수리비는 임차인이 본인 비용으로 처리한다.",0
"본 특약에 기록되지 않은 애매한 분쟁 사항이나 주택 인도 과정에서의 갈등은 주택임대차보호법의 성문화된 조항을 최우선 기준으로 삼으며, 법에 명시되지 않은 관례적인 부분은 민법의 임대차 규정과 법원의 판례를 바탕으로 조율한다.",0
